song_cluster_id,grouping_key,mood_party,mood_aggressive,mood_happy,mood_sad,mood_relaxed,genre_ros,timbre,bpm,danceability,submission_offset,tuning_frequency,tuning_equal_tempered_deviation,lyrics_text,作詞,作曲,製作,編曲,track_name,duration_ms,artist_credit,album_title,release_date,release_group_mbid,release_group_mbid.1,ai_theme,ai_sentiment,ai_notes,recording_mbid,recording_mbid.1,super_theme,recording_duration_ms,artist_credit_name,isrcs,release_mbids,work_titles,work_mbids,videoId,url,viewCount,likeCount,commentCount,publishedAt,description,tags,categoryId,yt_duration,track_id,popularity,normalized_key,combined_key,consolidated_album_title,release_year
84,28a0a918-3833-487f-91a5-2b43f823b946 | 阿福|| | 阿福||信仰,not_party,not_aggressive,happy,sad,relaxed,rhy,bright,,not_danceable,0.0,441.0177917,0.004817898385,,,,,,阿福,268000,張信哲,信仰,,76787f5a-71de-3679-8f8d-54b725f73760,76787f5a-71de-3679-8f8d-54b725f73760,,,,28a0a918-3833-487f-91a5-2b43f823b946,,,268000,張信哲,,b46df7d1-964c-47ff-89db-48ccab83765e,,,HMdKvXbMVj0,https://www.youtube.com/watch?v=HMdKvXbMVj0,11680,14,0,2017-07-10T08:43:55Z,"Provided to YouTube by YOYOROCK

阿福 · 張信哲

信仰

℗ 潮水音樂有限公司

Released on: 2000-05-31

Auto-generated by YouTube.","張信哲,信仰,阿福",10.0,PT4M27S,4RZ3ywg4vFOVcAhIprSeMj,8,阿福,G# major,信仰,2000
85,2915cf22-8ef0-4708-ad17-f1c9438a5adb | 到处留情||弦歌有你,,,,,,,,,,,,,,,,,,到处留情,249880,張信哲,弦歌有你,,176ca663-2f30-45a5-b51c-8e531779ee7e,176ca663-2f30-45a5-b51c-8e531779ee7e,,,,2915cf22-8ef0-4708-ad17-f1c9438a5adb,,,249880,張信哲,,db27ce28-761e-487e-8e83-f9a70b5188d3,,,,,,,,,,,,,,,到处留情,,弦歌有你,2007
86,2a8a4911-2792-424b-9ca0-dcd2a367db9e | 我多麼羨慕你|| | 我多麼羨慕你||歌 時代 | 我多麼羨慕你||歌時代,,,,,,,,,,,,,"有時候 風太急
禁不住 掛念起你
這一刻 離我遙遠飛行
有時候 夜太靜
攔不住 回憶的心
於是淚
每個夜裡如繁星
我多麼羨慕你
總可以 轉身飛 遠遠的
我的愛是你 沈重行李
絆住你追新夢的決心
我多麼想念你
當時間 都失去了意義
穿越思念後 等成信箱
讓你需要的時候可以 投遞
有時候 夜太靜
攔不住 回憶的心
於是淚
每個夜裡如繁星
我多麼羨慕你
總可以 轉身飛 遠遠的
我的愛是你 沈重行李
絆住你追新夢的決心
我多麼想念你
當時間 都失去了意義
穿越思念後 等成信箱
讓你需要的時候可以 投遞
告訴我
沿途中
想與我
分享的心情",姚謙     作曲：張洪量,,,,我多麼羨慕你,,張信哲,歌 時代 | 歌時代,,08b44a3b-2c74-4fb9-a182-50b0e75a1aa6,08b44a3b-2c74-4fb9-a182-50b0e75a1aa6,失落的愛、無私的放手與永恆的守候,憂鬱、深切的思念、無奈的羨慕,歌詞透過「風太急」、「夜太靜」等環境描寫，迅速建立起孤寂與思念的氛圍。「淚如繁星」的比喻極具畫面感，強調了思念的頻繁與無止盡。歌曲的核心張力在於「羨慕」與「愛」的對立：歌手羨慕對方能自由飛翔，卻將自己的愛視為絆住對方的「沈重行李」。這是一種極致無私且痛苦的愛，它選擇自我犧牲，成全對方的自由。最終，歌手將自己定位為「信箱」，表達了將思念轉化為一種永恆的、被動的等待，隨時準備接受對方的「投遞」，展現了張信哲情歌中常見的深沉與奉獻。由於缺乏音訊數據，無法判斷音樂調性是否與歌詞情緒相互增強或矛盾，但從歌詞的深沉與悲傷程度判斷，預期音樂應是高度強化這種憂鬱與無奈感的慢板情歌。,2a8a4911-2792-424b-9ca0-dcd2a367db9e,,Love_Loss,,張信哲,,8ebbf975-978b-4b83-b452-3578b0c661fa,,,12SRcDK1YNY,https://www.youtube.com/watch?v=12SRcDK1YNY,4039,36,0,2019-10-10T04:19:38Z,"Provided to YouTube by YOYOROCK

我多麼羨慕你 · 張信哲

歌 時代

℗ 潮水音樂有限公司

Released on: 2016-03-28

Auto-generated by YouTube.","張信哲,歌 時代,我多麼羨慕你",10.0,PT4M3S,5rwOYwRIISJs7aeVeV6hwn,16,我多麼羨慕你,,歌時代,
87,2b745b7d-4f43-443b-930e-4f18287d973e | 相信相依|| | 相信相依||忘記 | 相信相依||絕對收藏張信哲,,,,,,,,,,,,,"如此捨不得你
因為你給我最美好的記憶
望着窗外淅瀝嘩啦小雨
彷彿是你傷心的淚滴
每次當我低頭回想過去
為愛所受的苦竟如此美麗
讓我再為你高歌一曲
為了分離
萬分捨不得你
天明後我將要離去
前途也許充滿著風雨
我是如此需要你的鼓勵
我會託人带來平安的消息
但願你不會輕易將我忘記
讓我們將杯中的酒喝盡
為了分離
Baby
不要哭泣
你已將我的心留在這裡
不要忘記
有人追你你要說不可以
不要懷疑
愛的路上只有我和你
我對你的情意没有人能比
萬分捨不得你
天明後我將要離去
前途也許充满著風雨
我是如此需要你的鼓勵
我會託人带來平安的消息
但願你不會輕易將我忘記
讓我們將杯中的酒喝盡
為了分離
Baby
不要哭泣
你已將我的心留在這裡
不要忘記
有人追你你要說不可以
不要懷疑
愛的路上只有我和你
我對你的情意没有人能比
不要哭泣
我有好多話要告訴你
不要忘記
有人追你你要說不可以
不要懷疑
請你好好珍惜你自己
愛的路上我們相信又相依",李宗盛     作曲：李宗盛,,,,相信相依,269213,張信哲,"10年朋友9, 精選, 忘記, 絕對想念, 知道, 絕對收藏 ★2★, 絕對收藏2 | 忘記, 忘記, 10年朋友9, 知道, 絕對想念, 精選, 絕對收藏 ★2★, 絕對收藏2 | 忘記 | 絕對收藏張信哲",1989-11-01,3348b035-bdb2-3072-bfe7-a3c1c83b32f7,3348b035-bdb2-3072-bfe7-a3c1c83b32f7,離別前的承諾與不捨，以及對未來愛情的堅定要求。,憂鬱、不捨、以及對未來愛情的堅定與要求。,這首歌詞深刻描繪了面對即將到來的分離時，敘事者極度不捨與複雜的心境。歌詞將過去為愛所受的苦視為『如此美麗』，展現了典型的華語情歌中對痛苦的浪漫化。情感核心在於對伴侶的強烈依賴（『我是如此需要你的鼓勵』）與佔有慾（『有人追你你要說不可以』），這兩種情緒在離別的背景下交織，營造出戲劇性的張力。雖然缺乏音訊數據，但從歌詞的深情與轉折來看，預期張信哲的演繹會使用其標誌性的高音和穿透力，強化這種既悲傷又堅定不移的承諾感，使『相信相依』的主題得到昇華，而非僅僅停留在離別的憂傷。,2b745b7d-4f43-443b-930e-4f18287d973e,,Love_Loss,269213,張信哲,TWA458923002,"996d1950-10b6-31ff-8319-d05681ebee92, 74f78510-4de5-4ad6-9c1c-8697db83fac5, 83bccefc-6a9e-4a22-bb8a-59ae3514d679, 7b4dbdf4-16d0-4fcc-916d-b39bc3a87ecb, 89b6aec0-b71d-462b-a530-043a1c2c8c28, d1c60c4a-277f-4a00-8a41-5ae620951014, 69962be0-fd6e-4a35-9d56-3754f0caa0f9, b9ce99ea-df13-4613-99ec-8927829b07d5 | d1c60c4a-277f-4a00-8a41-5ae620951014, 996d1950-10b6-31ff-8319-d05681ebee92, 7b4dbdf4-16d0-4fcc-916d-b39bc3a87ecb, 69962be0-fd6e-4a35-9d56-3754f0caa0f9, 74f78510-4de5-4ad6-9c1c-8697db83fac5, b9ce99ea-df13-4613-99ec-8927829b07d5, 83bccefc-6a9e-4a22-bb8a-59ae3514d679, 89b6aec0-b71d-462b-a530-043a1c2c8c28",,,eGR_thLZr0M,https://www.youtube.com/watch?v=eGR_thLZr0M,4839,16,0,2022-03-16T01:48:48Z,"Provided to YouTube by YOYOROCK

相信相依 · 張信哲

絕對收藏 張信哲

℗ 潮水音樂有限公司

Released on: 2007-12-11

Auto-generated by YouTube.","張信哲,絕對收藏 張信哲,相信相依",10.0,PT4M31S,3amlyaUQEbswu8cN0Red71,16,相信相依,,絕對收藏張信哲,1989
88,2bf39b12-a92e-4a1b-9b8e-f56d11cfc6fb | 不會讓妳後悔||醉心,not_party,not_aggressive,happy,sad,relaxed,rhy,bright,,not_danceable,0.0,444.0853271,0.01020238642,,,,,,不會讓妳後悔,252000,張信哲,"醉心 | 醉心, 精選 | 醉心, 醉心, 精選",1995-08-01,09aea67f-0b0e-38a6-9f75-76e39df15bd0,09aea67f-0b0e-38a6-9f75-76e39df15bd0,,,,2bf39b12-a92e-4a1b-9b8e-f56d11cfc6fb,,,252000,張信哲,,"226df8ba-f05a-3f37-a566-6d80dcb341c9, b9ce99ea-df13-4613-99ec-8927829b07d5, 80125dc1-2a8a-4551-904a-5942d78ac0e1 | 80125dc1-2a8a-4551-904a-5942d78ac0e1, 226df8ba-f05a-3f37-a566-6d80dcb341c9, b9ce99ea-df13-4613-99ec-8927829b07d5",,,,,,,,,,,,,,,不會讓妳後悔,E major,醉心,1995
89,2c08074a-793b-45ff-bb74-dc96a8f62b86 | 难以抗拒你容颜||永恒金曲 影音典藏精选,,,,,,,,,,,,,"你彷彿從沒見過我 只是讓我夢成空
傷心 不語 退縮
幻想也許是你假裝不看我
讓我得不到 更珍惜所有
我試著對你微微笑 你總視而不見
何必 何必 何必
卻又難以抗拒 難以放棄
就算你對我說別再煩我
你難以靠近 難以不再想念
我難以抗拒你容顏
把心畫在寫給你的信中
希望偶爾能夠見到你微笑的容顏
你難以靠近 難以不再想念
我難以抗拒你容顏
把心畫在寫給你的信中
希望明天能夠見到你會心的容顏
我試著對你微微笑 你總視而不見
何必 何必 何必
卻又難以抗拒 難以放棄
就算你對我說別再煩我
你難以靠近 難以不再想念
我難以抗拒你容顏
把心畫在寫給你的信中
希望偶爾能夠見到你微笑的容顏
你難以靠近 難以不再想念
我難以抗拒你容顏
把心畫在寫給你的信中
希望明天能夠見到你會心的容顏
你難以靠近 難以不再想念
我難以抗拒你容顏
把心畫在寫給你的信中
希望偶爾能夠見到你微笑的容顏
你難以靠近 難以不再想念
我難以抗拒你容顏
把心畫在寫給你的信中
希望明天能夠見到你會心的容顏
我難以抗拒你容顏
把心畫在寫給你的信中
希望明天能夠見到你會心的容顏
你彷彿從沒見過我 只是讓我夢成空",林隆旋     作曲：林隆旋,,,,难以抗拒你容颜,235226,張信哲,永恒金曲 影音典藏精选,,6468f778-de86-4781-b53f-2f6bde3644d5,6468f778-de86-4781-b53f-2f6bde3644d5,難以自拔的單戀與求而不得的痛苦,憂鬱、無助、執著的渴望,"歌詞深刻描繪了單戀者在面對心上人冷漠時的內心掙扎與矛盾。主角明知被拒絕 (""你總視而不見"")，卻無法控制自己的迷戀 (""難以抗拒你容顏"")，形成一種痛苦的循環。歌詞中大量重複的「難以」系列詞彙，強化了情感的無力和宿命感，突顯了愛情的非理性本質。這首歌是張信哲情歌中典型的「求而不得」主題，以極致的脆弱感來觸動聽眾。雖然缺乏音訊數據，但根據歌詞的強烈悲劇性，可以推測歌曲的旋律和張信哲的演唱風格會是相互增強 (reinforcing) 這種深沉、無望的愛戀情緒。",2c08074a-793b-45ff-bb74-dc96a8f62b86,,Love_Loss,235226,張信哲,,d89ebf36-6009-491b-aa7b-426bc3512eb3,,,,,,,,,,,,,,,难以抗拒你容颜,,永恒金曲 影音典藏精选,2014
90,2d06c9f0-9e59-464c-bb12-1efe4abbe335 | 我們愛這個錯 (伴唱版)||絕對想念,party,not_aggressive,happy,sad,not_relaxed,pop,bright,,not_danceable,0.0,440.5085754,0.00947580114,,,,,,我們愛這個錯 (伴唱版),209000,張信哲,絕對想念,,9f93e9aa-19c8-34d6-9dd0-bffb03429933,9f93e9aa-19c8-34d6-9dd0-bffb03429933,,,,2d06c9f0-9e59-464c-bb12-1efe4abbe335,,,209000,張信哲,,74f78510-4de5-4ad6-9c1c-8697db83fac5,,,,,,,,,,,,,,,我們愛這個錯伴唱版,G major,絕對想念,1995
91,2d6c2892-2434-4809-a57c-8f01d7265f1a | 早知道愛上你||思念,not_party,not_aggressive,happy,sad,relaxed,pop,dark,,not_danceable,0.0,434.1931152,0.2057288885,,,,,,早知道愛上你,248000,張信哲,"思念 | 思念, 思念, 收藏精選 | 收藏精選, 思念",1996-12-01,bfbd90e1-3925-3bc2-8e51-d74af70d3fc3,bfbd90e1-3925-3bc2-8e51-d74af70d3fc3,,,,2d6c2892-2434-4809-a57c-8f01d7265f1a,,,248000,張信哲,,"1891f953-3ced-4b8c-aa9b-2030b92685d3, 8b5ac67c-7372-49c1-ab1a-0eba54cef71d, 900f7573-a346-445d-90dd-7727a0d267ce | 8b5ac67c-7372-49c1-ab1a-0eba54cef71d, 1891f953-3ced-4b8c-aa9b-2030b92685d3, 900f7573-a346-445d-90dd-7727a0d267ce",,,,,,,,,,,,,,,早知道愛上你,E major,思念,1996
92,2d9c6d83-6fd1-4972-8c00-7d49fc8972c0 | 愛情對我來說|| | 愛情對我來說||夢想,not_party,not_aggressive,not_happy,sad,relaxed,rhy,bright,,not_danceable,0.0,447.9497375,0.002391810995,,,,,,愛情對我來說,308000,張信哲,夢想,1996-07-01,d229a1f8-6bc6-3482-bfa9-0134c5266550,d229a1f8-6bc6-3482-bfa9-0134c5266550,,,,2d9c6d83-6fd1-4972-8c00-7d49fc8972c0,,,308000,張信哲,,58a2e88b-482b-4e3a-9d66-ed9e032dc6f3,,,XKXXrKXym1Y,https://www.youtube.com/watch?v=XKXXrKXym1Y,6487,25,0,2017-07-10T09:19:17Z,"Provided to YouTube by YOYOROCK

愛情對我來說 · 張信哲

夢想

℗ 潮水音樂有限公司

Released on: 1996-07-01

Auto-generated by YouTube.","張信哲,夢想,愛情對我來說",10.0,PT5M9S,6qRrIUqwAxNJMmRwbsvZ6x,9,愛情對我來說,A major,夢想,1996
93,2db69b0b-89b3-4a0c-8dfe-902b98ff565b | 爱情余味||眼中的念旧,,,,,,,,,,,,,,,,,,爱情余味,296946,張信哲,眼中的念旧,,ae186b79-e3f2-441d-8bc3-8a899af27578,ae186b79-e3f2-441d-8bc3-8a899af27578,,,,2db69b0b-89b3-4a0c-8dfe-902b98ff565b,,,296946,張信哲,,5a372934-5370-4c7b-9443-629b69c96002,,,,,,,,,,,,,,,爱情余味,,眼中的念旧,2012
94,2de1b47e-a399-498a-b8f6-3dbffabd7b73 | 連根拔去||忘記,,,,,,,,,,,,,,,,,,連根拔去,257000,張信哲,"忘記 | 忘記 | 忘記, 忘記",1989-11-01,3348b035-bdb2-3072-bfe7-a3c1c83b32f7,3348b035-bdb2-3072-bfe7-a3c1c83b32f7,,,,2de1b47e-a399-498a-b8f6-3dbffabd7b73,,,257000,張信哲,,"996d1950-10b6-31ff-8319-d05681ebee92, d1c60c4a-277f-4a00-8a41-5ae620951014 | d1c60c4a-277f-4a00-8a41-5ae620951014, 996d1950-10b6-31ff-8319-d05681ebee92",,,,,,,,,,,,,,,連根拔去,,忘記,1989
95,2df5457f-e355-4cc9-9ebc-f1da55a4ec2c,,,,,,,,,,,,,,,,,,Unbreak My Heart,,,弦歌有你,,,,,,,2df5457f-e355-4cc9-9ebc-f1da55a4ec2c,,,295000,張信哲,,db27ce28-761e-487e-8e83-f9a70b5188d3,,,,,,,,,,,,,,,unbreakmyheart,,弦歌有你,2007
96,2dfa0a26-67bb-472a-99f6-e4f8b086fa04 | 愛我其實很容易|| | 愛我其實很容易||夢想,not_party,not_aggressive,not_happy,sad,relaxed,rhy,bright,,not_danceable,0.0,438.7310486,0.02555077523,,,,,,愛我其實很容易,260000,張信哲,夢想,1996-07-01,d229a1f8-6bc6-3482-bfa9-0134c5266550,d229a1f8-6bc6-3482-bfa9-0134c5266550,,,,2dfa0a26-67bb-472a-99f6-e4f8b086fa04,,,260000,張信哲,,58a2e88b-482b-4e3a-9d66-ed9e032dc6f3,,,lXxP01b_gnw,https://www.youtube.com/watch?v=lXxP01b_gnw,4096,9,0,2017-07-10T09:19:17Z,"Provided to YouTube by YOYOROCK

愛我其實很容易 · 張信哲

夢想

℗ 潮水音樂有限公司

Released on: 1996-07-01

Auto-generated by YouTube.","張信哲,夢想,愛我其實很容易",10.0,PT4M21S,5JCgodBRS1EpAZpcPRSZb0,8,愛我其實很容易,A# major,夢想,1996
97,2e169f86-4ff9-476d-b75b-5dacc99491dd | 4652a826-6d8f-42e4-bd62-ece961111886,,,,,,,,,,,,,,,,,,有一点动心,,,情歌对唱200 | 永恒金曲 影音典藏精选,,,,,,,2e169f86-4ff9-476d-b75b-5dacc99491dd | 4652a826-6d8f-42e4-bd62-ece961111886,,,228000.0 | 231840.0,張信哲 & 劉嘉玲,,5ae59273-5f83-471f-9c36-8a693f78cace | d89ebf36-6009-491b-aa7b-426bc3512eb3,,,,,,,,,,,,,,,有一点动心,,永恒金曲 影音典藏精选,2014
98,2e9535d7-4cef-4fd3-acf0-872fa441a8a0 | 我能相信|| | 我能相信||信仰,not_party,not_aggressive,not_happy,not_sad,relaxed,pop,bright,,danceable,0.0,434.1931152,0.1952110678,,,,,,我能相信,260000,張信哲,信仰,,76787f5a-71de-3679-8f8d-54b725f73760,76787f5a-71de-3679-8f8d-54b725f73760,,,,2e9535d7-4cef-4fd3-acf0-872fa441a8a0,,,260000,張信哲,,b46df7d1-964c-47ff-89db-48ccab83765e,,,G0Zw74QcbpU,https://www.youtube.com/watch?v=G0Zw74QcbpU,101723,320,0,2017-07-10T08:45:40Z,"Provided to YouTube by YOYOROCK

我能相信 · 張信哲

信仰

℗ 潮水音樂有限公司

Released on: 2000-05-31

Auto-generated by YouTube.","張信哲,信仰,我能相信",10.0,PT4M23S,67ddtC9TNH5YUrKAyelkEh,10,我能相信,F major,信仰,2000
99,2f3d1049-f37c-4575-be37-68918a25f6e4 | 心愛寶貝|| | 心愛寶貝||忘記 | 心愛寶貝||永恆金曲 影音典藏精選 | 心愛寶貝||絕對收藏張信哲,party,not_aggressive,happy,not_sad,not_relaxed,pop,bright,,danceable,0.0,434.1931152,0.2405179739,,,,,,心愛寶貝,256000,張信哲,"忘記 | 忘記, 忘記, 知道, 醉心, 醉心, 精選, 絕對收藏 ★2★, 絕對收藏2 | 醉心, 精選, 忘記, 知道, 絕對收藏 ★2★, 絕對收藏2 | 永恆金曲 影音典藏精選 | 絕對收藏張信哲",1989-11-01,3348b035-bdb2-3072-bfe7-a3c1c83b32f7,3348b035-bdb2-3072-bfe7-a3c1c83b32f7,,,,2f3d1049-f37c-4575-be37-68918a25f6e4,,,256000,張信哲,,"996d1950-10b6-31ff-8319-d05681ebee92, 83bccefc-6a9e-4a22-bb8a-59ae3514d679, 80125dc1-2a8a-4551-904a-5942d78ac0e1, 89b6aec0-b71d-462b-a530-043a1c2c8c28, d1c60c4a-277f-4a00-8a41-5ae620951014, 69962be0-fd6e-4a35-9d56-3754f0caa0f9, 226df8ba-f05a-3f37-a566-6d80dcb341c9, b9ce99ea-df13-4613-99ec-8927829b07d5 | 996d1950-10b6-31ff-8319-d05681ebee92, d1c60c4a-277f-4a00-8a41-5ae620951014, 69962be0-fd6e-4a35-9d56-3754f0caa0f9, 226df8ba-f05a-3f37-a566-6d80dcb341c9, 80125dc1-2a8a-4551-904a-5942d78ac0e1, b9ce99ea-df13-4613-99ec-8927829b07d5, 83bccefc-6a9e-4a22-bb8a-59ae3514d679, 89b6aec0-b71d-462b-a530-043a1c2c8c28",,,llsiOJt5LJw,https://www.youtube.com/watch?v=llsiOJt5LJw,3810,14,0,2022-03-16T01:48:48Z,"Provided to YouTube by YOYOROCK

心愛寶貝 · 張信哲

絕對收藏 張信哲

℗ 潮水音樂有限公司

Released on: 2007-12-11

Auto-generated by YouTube.","張信哲,絕對收藏 張信哲,心愛寶貝",10.0,PT4M11S,0K3hBwBgZy8kLbhzM7J97G | 5J98tolBQdHN5m9oLr0R19,11.0 | 13.0,心愛寶貝,B major,永恆金曲 影音典藏精選,1989
100,2fb6d0d2-1813-40d1-946b-5cc198577c97 | 逃|| | 逃||夢想 | 逃||選哲,not_party,not_aggressive,happy,sad,relaxed,rhy,bright,,danceable,0.0,438.9845581,0.1448090076,,,,,,逃,265000,張信哲,"夢想 | 夢想, 選哲 | 夢想, 選哲, 選哲 | 選哲",1996-07-01,d229a1f8-6bc6-3482-bfa9-0134c5266550,d229a1f8-6bc6-3482-bfa9-0134c5266550,,,,2fb6d0d2-1813-40d1-946b-5cc198577c97,,,265000,張信哲,,"58a2e88b-482b-4e3a-9d66-ed9e032dc6f3, 9c56f681-5cb0-4da6-bf66-a27e26627887, c3377d74-681c-43cd-b577-cba27a0b4d21 | 9c56f681-5cb0-4da6-bf66-a27e26627887, c3377d74-681c-43cd-b577-cba27a0b4d21, 58a2e88b-482b-4e3a-9d66-ed9e032dc6f3",,,GUbVLrNya1A | Z5Fh7f2ur0w,https://www.youtube.com/watch?v=GUbVLrNya1A | https://www.youtube.com/watch?v=Z5Fh7f2ur0w,551.0 | 6236.0,14.0 | 2.0,0,2017-07-10T09:09:17Z | 2022-03-16T07:55:19Z,"Provided to YouTube by YOYOROCK

逃 · 張信哲

夢想

℗ 潮水音樂有限公司

Released on: 1996-07-01

Auto-generated by YouTube. | Provided to YouTube by YOYOROCK

逃 · 張信哲

選哲

℗ 潮水音樂有限公司

Released on: 1998-04-02

Auto-generated by YouTube.","張信哲,夢想,逃 | 張信哲,選哲,逃",10.0,PT4M31S | PT4M35S,4fKpSHS1zgUGBfWFYVsCAI | 6q6NQqByB9zdcHyinlJkz7,3.0 | 9.0,逃,A minor,選哲,1996
101,3051f236-8051-46e6-b4ce-a97e5b7860d5 | 34067d36-5390-40a1-801f-ff89657f7e76 | 心情卡片|| | 心情卡片||從開始到現在 (2002情歌大全集) | 心情卡片||直覺 | 心情卡片||眼中的念旧,,,,,,,,,,,,,,,,,,心情卡片,278533.0 | 279000.0,張信哲,"從開始到現在 (2002情歌大全集) | 從開始到現在, 直覺 | 直覺, 從開始到現在 | 直覺 | 眼中的念旧",,ae186b79-e3f2-441d-8bc3-8a899af27578 | f8f7f685-3381-3f83-8cd0-66958e945d04,ae186b79-e3f2-441d-8bc3-8a899af27578 | f8f7f685-3381-3f83-8cd0-66958e945d04,,,,3051f236-8051-46e6-b4ce-a97e5b7860d5 | 34067d36-5390-40a1-801f-ff89657f7e76,,,278533.0 | 279000.0,張信哲,,"085ff552-0600-463a-a223-adecb57b3096, a5d50e91-c7b6-435a-8beb-af6b8bf42b44 | 5a372934-5370-4c7b-9443-629b69c96002",,,etdIi-YeiGk | xL7vlKbvEP8,https://www.youtube.com/watch?v=etdIi-YeiGk | https://www.youtube.com/watch?v=xL7vlKbvEP8,41072.0 | 6424.0,174.0 | 30.0,0,2017-07-10T09:01:47Z | 2020-06-09T02:55:15Z,"Provided to YouTube by YOYOROCK

心情卡片 · 張信哲

從開始到現在 (2002情歌大全集)

℗ 潮水音樂有限公司

Released on: 2002-06-21

Auto-generated by YouTube. | Provided to YouTube by YOYOROCK

心情卡片 · 張信哲

直覺

℗ 潮水音樂有限公司

Released on: 1997-12-16

Auto-generated by YouTube.","張信哲,從開始到現在 (2002情歌大全集),心情卡片 | 張信哲,直覺,心情卡片",10.0,PT4M40S,2MMoqMJ2iDrdIm9IlcFoxj | 35Hzqo6yTaG3sXNO3X4lUe,18.0 | 7.0,心情卡片,,眼中的念旧,2012
102,30605f7a-ca12-469e-aeae-54f72af9670d | 我最愛的女人||张信哲精選 | 我最愛的女人||永恆金曲 影音典藏精選,not_party,not_aggressive,happy,sad,relaxed,rhy,dark,,not_danceable,0.0,434.1931152,0.2903561592,,,,,,我最愛的女人,323093,張信哲,"张信哲精選 | 永恆金曲 影音典藏精選 | 等待, 等待, 精選, 情歌精選 | 等待, 精選, 情歌精選",,f716ae7c-4b0f-4c0e-95f4-b0cee6c32520,f716ae7c-4b0f-4c0e-95f4-b0cee6c32520,,,,30605f7a-ca12-469e-aeae-54f72af9670d,,,323093,張信哲,,"0906972a-5d34-42d3-b602-fa30ddb5414c, 5c792ae8-3682-413e-b97a-d56808d08652, b9ce99ea-df13-4613-99ec-8927829b07d5, f12bbcfc-8f8b-3a31-ac30-453b0bfb77d2 | 5c792ae8-3682-413e-b97a-d56808d08652, f12bbcfc-8f8b-3a31-ac30-453b0bfb77d2, b9ce99ea-df13-4613-99ec-8927829b07d5, 0906972a-5d34-42d3-b602-fa30ddb5414c",,,,,,,,,,,,,4HfUdcQTd5tq3zVH5ctSQD,14,我最愛的女人,A major,永恆金曲 影音典藏精選,
103,30ab50f7-0dc2-4045-8c3e-386c4ad0e699 | 打造一個希望的城市|| | 打造一個希望的城市||憂鬱 | 打造一個希望的城市||絕對收藏張信哲,party,not_aggressive,happy,sad,relaxed,pop,bright,,not_danceable,0.0,441.7826843,0.01663058996,,,,,,打造一個希望的城市,227000,張信哲,"憂鬱 | 憂鬱, 醉心, 絕對收藏 ★2★ | 憂鬱, 醉心, 醉心, 絕對收藏 ★2★ | 絕對收藏張信哲",1989-07-01,cc11c4ba-3bd3-39f9-bcab-fab90cae02af,cc11c4ba-3bd3-39f9-bcab-fab90cae02af,,,,30ab50f7-0dc2-4045-8c3e-386c4ad0e699,,,227000,張信哲,,"226df8ba-f05a-3f37-a566-6d80dcb341c9, 83bccefc-6a9e-4a22-bb8a-59ae3514d679, 80125dc1-2a8a-4551-904a-5942d78ac0e1, 864e5f13-606e-4768-b74e-e0251c394ad0 | 864e5f13-606e-4768-b74e-e0251c394ad0, 80125dc1-2a8a-4551-904a-5942d78ac0e1, 226df8ba-f05a-3f37-a566-6d80dcb341c9, 83bccefc-6a9e-4a22-bb8a-59ae3514d679",,,OjiKcd5o-1k,https://www.youtube.com/watch?v=OjiKcd5o-1k,2540,3,0,2022-03-16T01:48:51Z,"Provided to YouTube by YOYOROCK

打造一個希望的城市 · 張信哲

絕對收藏 張信哲

℗ 潮水音樂有限公司

Released on: 2007-12-11

Auto-generated by YouTube.","張信哲,絕對收藏 張信哲,打造一個希望的城市",10.0,PT3M48S,4PhhlAjjb0z42iNjkuYMPB,7,打造一個希望的城市,A# major,絕對收藏張信哲,1989
